68.04939448,0.011966806,0.427514836
70.7445758,0.012970743,0.425896747
68.67473648,0.012263079,0.424649453
72.2464753,0.012366725,0.425847227
64.98908479,0.012032494,0.424621531
69.88078947,0.012321171,0.431028371
65.41250996,0.012679971,0.427569188
67.80937475,0.012439973,0.428690073
71.03649331,0.012357764,0.430721709
68.2555866,0.012671385,0.426179199
69.07196025,0.01222873,0.422634166
70.65856567,0.012289976,0.42393184
70.26431549,0.012578493,0.420397235
71.51542438,0.012530117,0.420208301
69.67303498,0.012189818,0.42506545
68.61279663,0.012211674,0.430823183
67.0359911,0.012112508,0.424906074
68.50871936,0.012318153,0.429476668
72.37541409,0.012505662,0.423100652
67.77957951,0.012194377,0.423323423
66.36607625,0.012342604,0.426283581
66.4302482,0.01195979,0.429253478
71.20332265,0.012087632,0.428228513
71.99803117,0.01211198,0.423513257
69.86180388,0.012299627,0.426587019
70.71270239,0.012506136,0.424006964
70.49879766,0.012556894,0.421022129
67.50477699,0.012546627,0.42845351
69.93954624,0.011930148,0.422672228
69.94677958,0.012284443,0.427912276
67.93595319,0.012717579,0.42669127
67.01722576,0.012070949,0.426904479
68.06590148,0.012296555,0.421425303
68.1992506,0.011838571,0.426929491
70.5907369,0.012528288,0.424296318
68.35088868,0.012719283,0.422353116
69.3193821,0.012285015,0.426017055
67.83782842,0.012080857,0.423464118
65.00061799,0.012222457,0.426149361
70.50754172,0.011957697,0.424583315
69.85198121,0.012211301,0.423619822
67.73225856,0.012257844,0.426519512
68.02922706,0.012749527,0.429503102
69.01254211,0.012362511,0.430696959
66.75670646,0.012116637,0.425608432
67.40432325,0.012399704,0.425788178
68.53053023,0.012267485,0.426013379
65.48311531,0.0126322,0.425922725
71.93959533,0.01267312,0.431064839
69.48932743,0.01242333,0.427579702
71.61818078,0.012148663,0.423129051
64.85714799,0.012101174,0.430919775
66.19673224,0.012251812,0.429251222
68.67912185,0.012498779,0.424515758
66.40739311,0.012191252,0.425887174
65.99371163,0.0127061,0.423805643
71.81768469,0.01298991,0.423518861
69.81492777,0.011831003,0.427418297
67.3326758,0.012635787,0.42726348
68.4285417,0.012648158,0.426314643
66.80408523,0.012171993,0.424491569
68.12343931,0.012707141,0.428090024
